"Submitted","HTML Block","第一部份：基本資料","1. 性別：","性別 - 其他 - 請說明 :","2. 年齡","3. 最高學歷","最高學歷 - 其他 - 請說明 :","4.	最高學歷畢業校系","5. 最高學歷畢業時間：請填寫西元年","6.	工作年資（因各類原因中斷未就業之時間請扣除，未滿一年請進位為一年計）：）：","(a) 工程與科技領域職務(年)","(b) 非工程與科技領域職務","第二部分：從業現況與職涯發展","7. 是否正在從事工程與科技領域職務（含管理與學術研究）？","8. 您離開工程職務之最主要原因為何？請勾選最主要原因，至多二項。","原因 - 其他（請說明）","9.	請問您目前的工作狀況為何？","請問深造進修中為何系所？","10.	請問您目前服務的職務較接近下列何者？","請問目前受您管理的人員約＿＿人？","11.	您對於現任職務之五年後職涯發展的預期為何？請勾選最有可能的一項。","請說明原因:","12.	請問您所預期的職涯發展，需要哪些配合因素來達成？請勾選最主要因素，至多二項。","其他，請說明","第三部分：職場環境","13.	哪些福利措施最有助於您留在工程與科技領域就業？（不論現在是否有需求皆可選擇，可複選，最多三項）","14.	您服務的單位或待業前服務的單位提供哪些職場相關措施？（可複選）","15.	您認為工程與科技領域最需要改善的性別議題有哪些？請勾選其中最重要的議題，至多三項。","第四部份：性別與職涯發展","16.	在您或您認識的女性身上，性別在工程與科技領域的求學階段有否差異？","我觀察到的差異如下:","較用功或成績較好","較擅長數理學科","動手實驗或實習的機會較少","遇到挫折時較易放棄","較不敢接受挑戰","較容易情緒起伏","較受人際問題干擾","較容易為情所困","還有其他差異?（請說明）","17.	在您或您認識的工程與科技領域女性身上，性別在求職時的職務選擇方面有否差異？","選擇內勤為主的職務","選擇無須出差的職務","選擇無須應酬的職務","選擇無須輪班或值夜班的職務","選擇可兼顧家庭的職務","選擇較有升遷或加薪機會的職務","18.	就您的認知，不同性別在工程與科技領域的求職難易度有否差異？","19.	在您或您認識的女性身上，性別在工程與科技領域的就業過程中存在的差異：（複選，同意即打勾）","其他（請說明）","20.	對您的經驗，不同性別的工程與科技領域主管是否有領導風格的差異（指非因個人而是因為性別所致之差異）？","21.	您個人比較偏好與何種性別工程與科技領域的主管共事？","22.	不同性別工程與科技領域的主管領導風格差異主要顯現在哪些層面？（可複選至多三項）","其他（請說明）：","第五部份：其他意見","歡迎提供意見或建議","Submitted From",
"2019-09-22 16:25:15 +00:00","","","女性","","31~35歲","碩士","","國內學校，工程與科技相關領域","2011","","7","0","","是","","","","","工程與科技領域之管理職務","4","管理職務範圍逐漸擴大，例如受管理人員數增加","","自己主動爭取,與客戶關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作)","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務","","有，我有觀察到差異：","","無差異","無差異","女性較有此特質","無差異","無差異","男性較有此特質","女性較有此特質","女性較有此特質","","有，我有觀察到差異：","女性較有此傾向","無差異","無差異","無差異","女性較有此傾向","無差異","有，女性較男性容易","女性升遷較為困難,女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作","","是，有差異","無性別偏好","與屬下間相處的態度,管理方式,獎勵部屬的方式","","","","223.140.47.88",
"2019-09-22 16:21:10 +00:00","","","女性","","36~40歲","博士","","國內學校，工程與科技相關領域","2012","","12","0","","是","","","","","自行創業或自行開業之技師","","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,與客戶關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","女性較有此特質","男性較有此特質","無差異","無差異","無差異","女性較有此特質","女性較有此特質","無差異","","否，沒有差異","","","","","","","","","","","","","","","無法同時兼顧家庭與工作是大多數已婚有孩子的女性工作者的問題","123.193.81.102",
"2019-09-22 15:49:29 +00:00","","","女性","","46~50歲","碩士","","國外學校，工程與科技相關領域","2000","","20","18","","是","","","","","自行創業或自行開業之技師","","在同一職務上","","個人之專業表現,與客戶關係","","","彈性工時 (例如可以只上午班或下午班),托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","彈性工時以兼顧家務 (例如可以只上午班或下午班)","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","114.137.222.8",
"2019-09-22 15:38:42 +00:00","","","女性","","36~40歲","碩士","","國外學校，工程與科技相關領域","2011","","12","4","","是","","","","","工程與科技領域之非管理職務","","由非管理職務轉換為管理職務","","個人之專業表現,自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),育嬰留職停薪後可確保回復原職","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作),育嬰留職停薪後可確保回復原職,設備完善的哺集乳室,育兒津貼","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,配合懷孕與育嬰需求之女性友善硬體環境","","有，我有觀察到差異：","","無差異","女性較有此特質","無差異","無差異","無差異","無差異","女性較有此特質","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","無差異","有，女性較男性困難","女性升遷較為困難,女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作,女性於討論時比較不敢表達自己的意見","","是，有差異","無性別偏好","與屬下間相處的態度,管理方式,對細節的要求程度","","","","114.136.93.131",
"2019-09-22 15:01:21 +00:00","","","男性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2015","","二年","一年","","否","想找更穩定的職場","","非工程與科技領域之民營公司","","工程與科技領域之非管理職務","","由非管理職務轉換為管理職務","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工作地點 (例如可部分時間在家工作),合適家庭共同參加之聯誼時間與方式,育嬰留職停薪後可確保回復原職","育嬰留職停薪後可確保回復原職,育兒津貼,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,無性騷擾或具備性別平等觀念之環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","220.141.174.153",
"2019-09-22 14:58:27 +00:00","","","其他","","51~55歲","博士","","國外學校，工程與科技相關領域","1995","","25","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","無性騷擾或具備性別平等觀念之環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","140.112.5.25",
"2019-09-22 14:35:58 +00:00","","","女性","","51~55歲","碩士","","國內學校，工程與科技相關領域","1994","","15","15","","是","","","","","自行創業或自行開業之技師","","管理職務範圍逐漸擴大，例如受管理人員數增加","","與客戶關係","","","彈性工作地點 (例如可部分時間在家工作),托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）","彈性工作地點以兼顧家務 (例如可部分時間在家工作)","彈性工作地點（例如可部分時間在家工作）,無性騷擾或具備性別平等觀念之環境","","有，我有觀察到差異：","","無差異","無差異","無差異","無差異","無差異","無差異","女性較有此特質","無差異","","有，我有觀察到差異：","無差異","無差異","女性較有此傾向","女性較有此傾向","女性較有此傾向","無差異","有，女性較男性困難","女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會","","是，有差異","無性別偏好","管理方式,親力親為或充分授權,懲罰或訓誡部屬的方式","","","","118.171.217.160",
"2019-09-22 14:13:26 +00:00","","","女性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2011","","8","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","個人之專業表現,公司/機構制度穩定，只要沒有犯錯自然可以達成","","","因懷孕或育兒可選擇（非被迫）職務內容之調整,育嬰留職停薪後可確保回復原職,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,配合懷孕與育嬰需求之女性友善硬體環境","","有，我有觀察到差異：","","無差異","無差異","無差異","無差異","無差異","無差異","無差異","無差異","","有，我有觀察到差異：","無差異","女性較有此傾向","女性較有此傾向","無差異","女性較有此傾向","無差異","有，女性較男性困難","女性升遷較為困難,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作","","只與單一性別主管共事過，無法比較差異","","","","","","114.25.64.117",
"2019-09-22 14:06:05 +00:00","","","女性","","51~55歲","碩士","","國內學校，工程與科技相關領域","1995","","22","0","","是","","","","","自行創業或自行開業之技師","","在同一職務上","","個人之專業表現,與客戶關係","","","彈性工時 (例如可以只上午班或下午班)","育嬰留職停薪後可確保回復原職","面試標準、升遷制度與工作分派制度無性別差異","","有，我有觀察到差異：","","無差異","無差異","無差異","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","男性較有此傾向","有，女性較男性困難","分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）","","是，有差異","無性別偏好","與屬下間相處的態度","","","","114.137.168.231",
"2019-09-22 14:05:47 +00:00","","","男性","","66歲以上","大學/大專","","國內學校，工程與科技相關領域","1977","","41","1","","是","","","","","自行創業或自行開業之技師","","在同一職務上","","個人之專業表現,與客戶關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","220.141.120.158",
"2019-09-22 14:04:43 +00:00","","","女性","","41~45歲","碩士","","國外學校，工程與科技相關領域","1998","","18","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,彈性工作地點（例如可部分時間在家工作）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","111.71.70.206",
"2019-09-22 14:03:51 +00:00","","","男性","","51~55歲","碩士","","國內學校，工程與科技相關領域","2004","","8","15","","是","","","","","自行創業或自行開業之技師","","在同一職務上","","個人之專業表現,與客戶關係","優渥服務報酬","","其他（請說明）","其他，請說明","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","223.137.108.167",
